ContentTypeID	ContentID	TypeOrder	EntryInL1	EntryInL2	Frequency	RecordingFileName
743058	430	0	Physical			
743314	430	0	Volleyball			
742291	430	0	Introduces			
742547	430	0	we want			
742803	430	0	in addition 			
743059	430	0	mental			
743315	430	0	Futsal			
742292	430	0	cave			
742548	430	0	speak 			
742804	430	0	Visiting			
743060	430	0	Lebanese			
743316	430	0	part of 			
742293	430	0	Ali Sadr			
742549	430	0	a question 			
742805	430	0	firth			
743061	430	0	the payment			
743317	430	0	253			
742294	430	0	Hamedan			
742550	430	0	Is raised			
742806	430	0	Smaller			
743062	430	0	victory 			
743318	430	0	Ashoora			
742295	430	0	parks of			
742551	430	0	mirror			
742807	430	0	seeing 			
743063	430	0	Khomeini			
743319	430	0	Ceremony			
742296	430	0	wild			
742552	430	0	what is it?			
742808	430	0				
743064	430	0				
743320	430	0				
742297	430	0				
742553	430	0				
742809	430	0				
743065	430	0				
743318	430	0	Ashoora			
742295	430	0	parks of			
742551	430	0	mirror			
742807	430	0	seeing 			
743063	430	0	Khomeini			
743319	430	0	Ceremony			
742296	430	0	wild			
742552	430	0	what is it?			
742808	430	0	Smaller			
743064	430	0	trust 			
743320	430	0	Ta'zieh reading 			
742297	430	0	islands 			
742553	430	0	butterfly 			
742809	430	0	reward 			
743065	430	0	responsibilities  			
743321	430	0	Actors			
742298	430	0	alone 			
742554	430	0	As far as			
742810	430	0	they give			
743066	430	0	domain of			
743322	430	0	Event			
742299	430	0	samples 			
742555	430	0	I read 			
742811	430	0	bill			
743067	430	0	Defense			
743323	430	0	Karbala 			
742300	430	0	Beauties 			
742556	430	0	its concept 			
742812	430	0	parts of 			
743068	430	0	gave			
743324	430	0	Hosein			
742301	430	0	attractions 			
742557	430	0	Poetic			
742813	430	0	They sit down			
743069	430	0	their representative 			
743325	430	0	They show			
742302	430	0	tenth  			
742558	430	0	give an example 			
742814	430	0	a thing 			
743070	430	0	Parliament			
743326	430	0	worth			
742303	430	0	knows 			
742559	430	0	b			
742815	430	0	begins 			
743071	430	0	they selected 			
743327	430	0	comparison 			
742304	430	0	sample 			
742560	430	0	permission 			
742816	430	0	coin 			
743072	430	0	Attack of			
743328	430	0	1308			
742305	430	0	capital			
742561	430	0				
742817	430	0	Sumac			
743073	430	0	regime 			
743329	430	0	helical 			
742306	430	0	Empire			
742562	430	0	A little			
742818	430	0	Samanu			
743074	430	0	soil			
743330	430	0				
742307	430	0	Achaemenids			
742563	430	0	I think			
742819	430	0	red			
743075	430	0				
743331	430	0				
742308	430	0				
742564	430	0				
742820	430	0	garlic 			
743076	430	0	education 			
743332	430	0	films 			
742309	430	0	Naghshe Jahan- a pattern of the world 			
742565	430	0	happy 			
742821	430	0	Oleaster			
743077	430	0	Command			
