0.359321	0.359321	1
0.718641	0.718641	2
0.781132	0.781132	3
1.218565	1.218565	4
1.249811	1.249811	5
1.663810	1.663810	6
1.780980	1.780980	7
2.312150	2.312150	8
3.468224	3.468224	9
3.874413	3.874413	10
4.171243	4.171243	11
4.561809	4.561809	12
4.788337	4.788337	13
4.913318	4.913318	14
5.389808	5.389808	15
5.553846	5.553846	16
6.014713	6.014713	17
6.116261	6.116261	18
6.702109	6.702109	19
7.498863	7.498863	20
7.936297	7.936297	21
8.045656	8.045656	22
8.545580	8.545580	23
8.795542	8.795542	24
9.232976	9.232976	25
10.264069	10.264069	26
10.935843	10.935843	27
12.216898	12.216898	28
12.638710	12.638710	29
12.701200	12.701200	30
13.169879	13.169879	31
13.419841	13.419841	32
13.576067	13.576067	33
14.232218	14.232218	34
14.618878	14.618878	35
15.247689	15.247689	36
15.622632	15.622632	37
15.892123	15.892123	38
15.974142	15.974142	39
16.321745	16.321745	40
16.575613	16.575613	41
16.872443	16.872443	42
17.356744	17.356744	43
17.411424	17.411424	44
17.856669	17.856669	45
18.497197	18.497197	46
18.766687	18.766687	47
18.817461	18.817461	48
19.403309	19.403309	49
19.622026	19.622026	50
19.946196	19.946196	51
19.961818	19.961818	52
20.418780	20.418780	53
