0.269046	0.269046	1
0.622168	0.622168	2
0.664206	0.664206	3
1.076182	1.076182	4
1.849688	1.849688	5
2.488672	2.488672	6
2.791348	2.791348	7
3.388293	3.388293	8
3.430331	3.430331	9
3.951607	3.951607	10
4.237468	4.237468	11
4.708298	4.708298	12
5.347281	5.347281	13
5.717219	5.717219	14
5.750849	5.750849	15
6.221679	6.221679	16
6.524355	6.524355	17
6.835439	6.835439	18
7.180154	7.180154	19
7.953660	7.953660	20
8.609459	8.609459	21
9.282073	9.282073	22
9.559526	9.559526	23
9.609972	9.609972	24
10.122840	10.122840	25
10.459147	10.459147	26
10.770231	10.770231	27
10.972015	10.972015	28
11.014054	11.014054	29
11.501699	11.501699	30
12.157497	12.157497	31
12.506416	12.506416	32
12.561066	12.561066	33
12.981449	12.981449	34
13.368202	13.368202	35
14.024001	14.024001	36
14.070243	14.070243	37
14.444385	14.444385	38
14.932030	14.932030	39
15.213687	15.213687	40
15.243114	15.243114	41
15.671905	15.671905	42
16.378150	16.378150	43
16.638788	16.638788	44
16.689234	16.689234	45
16.970891	16.970891	46
17.286179	17.286179	47
17.487963	17.487963	48
17.731785	17.731785	49
18.030258	18.030258	50
18.147965	18.147965	51
18.749114	18.749114	52
19.438543	19.438543	53
19.766443	19.766443	54
19.816889	19.816889	55
20.081730	20.081730	56
20.102750	20.102750	57
20.514726	20.514726	58
21.103263	21.103263	59
21.443774	21.443774	60
21.481608	21.481608	61
22.246707	22.246707	62
