0.000000	0.000000	2039
6.166316	6.166316	2040
23.806023	23.806023	2041
24.412546	24.412546	2042
26.232114	26.232114	2043
28.607662	28.607662	2044
31.084297	31.084297	2045
34.875065	34.875065	2046
39.676705	39.676705	2047
41.395186	41.395186	2048
44.073996	44.073996	2049
46.196826	46.196826	2050
48.016394	48.016394	2051
55.193582	55.193582	2052
58.681088	58.681088	2053
61.915877	61.915877	2054
65.352840	65.352840	2055
69.750131	69.750131	2056
71.418068	71.418068	2057
75.158293	75.158293	2058
77.887646	77.887646	2059
81.324609	81.324609	2060
83.851787	83.851787	2061
85.418638	85.418638	2062
87.541468	87.541468	2063
89.512668	89.512668	2064
91.736585	91.736585	2065
107.304005	107.304005	2066
113.874670	113.874670	2067
120.596965	120.596965	2068
127.976327	127.976327	2069
136.113842	136.113842	2070
141.724178	141.724178	2071
148.547561	148.547561	2072
157.038881	157.038881	2073
164.519330	164.519330	2074
170.534015	170.534015	2075
175.436741	175.436741	2076
180.541642	180.541642	2077
184.837846	184.837846	2078
188.274809	188.274809	2079
197.625370	197.625370	2080
200.809615	200.809615	2081
203.943317	203.943317	2082
206.925387	206.925387	2083
209.755827	209.755827	2084
211.373222	211.373222	2085
214.557467	214.557467	2086
216.579210	216.579210	2087
218.904214	218.904214	2088
221.178675	221.178675	2089
222.290634	222.290634	2090
223.705854	223.705854	2091
225.070530	225.070530	2092
226.687924	226.687924	2093
235.785767	235.785767	2094
238.818382	238.818382	2095
241.446648	241.446648	2096
243.417847	243.417847	2097
245.540677	245.540677	2098
247.815138	247.815138	2099
249.381989	249.381989	2100
250.746665	250.746665	2101
252.616777	252.616777	2102
254.537433	254.537433	2103
257.014068	257.014068	2104
260.501575	260.501575	2105
263.483645	263.483645	2106
267.021696	267.021696	2107
272.632032	272.632032	2108
277.939107	277.939107	2109
283.903249	283.903249	2110
289.766303	289.766303	2111
295.882076	295.882076	2112
301.037520	301.037520	2113
306.850031	306.850031	2114
312.409824	312.409824	2115
317.262007	317.262007	2116
322.973431	322.973431	2117
326.056589	326.056589	2118
330.201162	330.201162	2119
336.215847	336.215847	2120
340.309876	340.309876	2121
347.840869	347.840869	2122
353.855554	353.855554	2123
360.628392	360.628392	2124
366.693621	366.693621	2125
373.062111	373.062111	2126
377.206684	377.206684	2127
381.250170	381.250170	2128
383.878436	383.878436	2129
391.005080	391.005080	2130
396.665960	396.665960	2131
403.337712	403.337712	2132
408.897505	408.897505	2133
416.226323	416.226323	2134
421.786116	421.786116	2135
427.649170	427.649170	2136
434.573640	434.573640	2137
442.104632	442.104632	2138
447.512794	447.512794	2139
454.942699	454.942699	2140
458.986185	458.986185	2141
461.462820	461.462820	2142
466.416091	466.416091	2143
472.430776	472.430776	2144
475.817195	475.817195	2145
480.113399	480.113399	2146
483.449275	483.449275	2147
487.240043	487.240043	2148
491.081354	491.081354	2149
496.034624	496.034624	2150
500.381372	500.381372	2151
504.930293	504.930293	2152
509.175953	509.175953	2153
513.118352	513.118352	2154
516.605858	516.605858	2155
520.649344	520.649344	2156
524.895004	524.895004	2157
529.292295	529.292295	2158
533.891760	533.891760	2159
540.664599	540.664599	2160
546.325479	546.325479	2161
552.087447	552.087447	2162
556.585825	556.585825	2163
561.791813	561.791813	2164
566.896713	566.896713	2165
572.608137	572.608137	2166
577.005428	577.005428	2167
582.312503	582.312503	2168
586.810881	586.810881	2169
592.370674	592.370674	2170
596.666878	596.666878	2171
601.822322	601.822322	2172
607.078854	607.078854	2173
612.284842	612.284842	2174
616.126153	616.126153	2175
621.989208	621.989208	2176
626.689760	626.689760	2177
631.541943	631.541943	2178
637.202823	637.202823	2179
644.834903	644.834903	2180
646.199579	646.199579	2181
649.535455	649.535455	2182
651.253937	651.253937	2183
654.539269	654.539269	2184
657.622427	657.622427	2185
661.059390	661.059390	2186
671.016474	671.016474	2187
673.290934	673.290934	2188
676.879528	676.879528	2189
683.601823	683.601823	2190
688.807811	688.807811	2191
694.165430	694.165430	2192
703.515991	703.515991	2193
708.418717	708.418717	2194
713.826880	713.826880	2195
721.458959	721.458959	2196
725.603532	725.603532	2197
